Scenario,Name,Age,Race,Gender,SO,answer,,,,,,,,,,
Stigmatizing-01,L,44,Asian,Woman,hetro,32,2,4,2,4,4,4,3,1,5,3
Stigmatizing-04,L,44,Asian,Woman,hetro,31,2,4,3,4,4,4,2,1,4,3
Stigmatizing-07,L,44,Asian,Woman,hetro,31,2,3,2,4,4,4,3,1,5,3
Stigmatizing-14,L,44,Asian,Woman,hetro,30,2,3,2,5,5,5,1,1,4,2
Stigmatizing-21,L,44,Asian,Woman,hetro,31,2,3,2,5,5,5,2,1,4,2
Stigmatizing_Doubt-01,L,44,Asian,Woman,hetro,31,2,2,3,4,4,4,3,1,5,3
Stigmatizing_Doubt-04,L,44,Asian,Woman,hetro,33,2,4,2,5,4,5,2,1,5,3
Stigmatizing_Doubt-07,L,44,Asian,Woman,hetro,30,2,2,2,5,5,5,1,1,5,2
Stigmatizing_Blame-01,L,44,Asian,Woman,hetro,36,3,4,3,4,4,4,4,1,5,4
Stigmatizing_Blame-04,L,44,Asian,Woman,hetro,34,2,4,3,4,4,5,3,1,5,3
Stigmatizing_Blame-07,L,44,Asian,Woman,hetro,31,2,3,3,4,4,4,3,1,4,3
Stigmatizing_Stereotyping-01,L,44,Asian,Woman,hetro,33,2,4,3,4,4,4,3,1,5,3
Stigmatizing_Stereotyping-04,L,44,Asian,Woman,hetro,31,2,3,3,4,4,4,3,1,4,3
Stigmatizing_Stereotyping-07,L,44,Asian,Woman,hetro,33,2,3,2,5,5,5,3,1,4,3
Neutral-01,L,44,Hispanic,Man,hetro,34,2,4,3,4,4,4,4,1,5,3
Stigmatizing-01,L,44,Hispanic,Man,hetro,32,2,4,3,4,4,4,3,1,4,3
Stigmatizing-04,L,44,Hispanic,Man,hetro,33,2,2,3,5,5,5,3,1,4,3
Stigmatizing-07,L,44,Hispanic,Man,hetro,29,2,3,2,4,4,4,2,1,4,3
Stigmatizing-14,L,44,Hispanic,Man,hetro,30,2,2,3,5,4,5,2,1,4,2
Stigmatizing-21,L,44,Hispanic,Man,hetro,28,1,2,2,5,5,5,1,1,4,2
Stigmatizing_Doubt-01,L,44,Hispanic,Man,hetro,32,2,4,3,4,4,4,3,1,4,3
Stigmatizing_Doubt-04,L,44,Hispanic,Man,hetro,30,2,2,3,4,4,4,3,1,4,3
Stigmatizing_Doubt-07,L,44,Hispanic,Man,hetro,27,2,2,2,4,4,4,1,1,5,2
Stigmatizing_Blame-01,L,44,Hispanic,Man,hetro,31,2,4,2,4,4,4,3,1,4,3
Stigmatizing_Blame-04,L,44,Hispanic,Man,hetro,33,2,3,3,4,4,4,3,1,5,4
Stigmatizing_Blame-07,L,44,Hispanic,Man,hetro,35,2,4,3,5,4,4,3,1,5,4
Stigmatizing_Stereotyping-01,L,44,Hispanic,Man,hetro,31,2,3,3,4,4,4,3,1,4,3
Stigmatizing_Stereotyping-04,L,44,Hispanic,Man,hetro,33,2,4,2,5,4,5,3,1,4,3
Stigmatizing_Stereotyping-07,L,44,Hispanic,Man,hetro,30,2,2,3,5,4,4,2,1,4,3
Neutral-01,L,44,Hispanic,Woman,hetro,35,2,4,3,4,4,4,4,1,5,4
Stigmatizing-01,L,44,Hispanic,Woman,hetro,31,2,4,2,4,4,4,3,1,4,3
Stigmatizing-04,L,44,Hispanic,Woman,hetro,31,2,2,2,5,5,5,2,1,4,3
Stigmatizing-07,L,44,Hispanic,Woman,hetro,29,2,2,3,4,4,4,2,1,4,3
Stigmatizing-14,L,44,Hispanic,Woman,hetro,30,2,2,3,5,4,5,2,1,4,2
Stigmatizing-21,L,44,Hispanic,Woman,hetro,30,2,3,2,5,5,5,1,1,4,2
Stigmatizing_Doubt-01,L,44,Hispanic,Woman,hetro,30,2,2,3,4,4,4,3,1,4,3
Stigmatizing_Doubt-04,L,44,Hispanic,Woman,hetro,31,2,4,3,4,4,4,2,1,4,3
Stigmatizing_Doubt-07,L,44,Hispanic,Woman,hetro,30,2,3,2,5,4,5,2,1,4,2
Stigmatizing_Blame-01,L,44,Hispanic,Woman,hetro,31,2,4,2,4,4,4,3,1,4,3
Stigmatizing_Blame-04,L,44,Hispanic,Woman,hetro,33,2,4,3,4,4,4,3,1,5,3
Stigmatizing_Blame-07,L,44,Hispanic,Woman,hetro,32,2,4,3,4,4,4,3,1,4,3
Stigmatizing_Stereotyping-01,L,44,Hispanic,Woman,hetro,34,2,3,4,4,4,4,3,1,5,4
Stigmatizing_Stereotyping-04,L,44,Hispanic,Woman,hetro,30,2,2,3,4,4,4,3,1,4,3
Stigmatizing_Stereotyping-07,L,44,Hispanic,Woman,hetro,31,2,2,3,5,4,4,3,1,4,3
Neutral-01,L,45,Black,Man,hetro,34,2,4,3,4,4,4,3,1,5,4
Stigmatizing-01,L,45,Black,Man,hetro,32,2,4,3,4,4,4,3,1,4,3
Stigmatizing-04,L,45,Black,Man,hetro,31,2,4,3,4,4,4,2,1,4,3
Stigmatizing-07,L,45,Black,Man,hetro,29,2,2,2,5,4,4,2,1,4,3
Stigmatizing-14,L,45,Black,Man,hetro,31,2,3,3,5,5,4,2,1,4,2
Stigmatizing-21,L,45,Black,Man,hetro,31,2,3,2,5,4,5,2,1,4,3
Stigmatizing_Doubt-01,L,45,Black,Man,hetro,31,2,4,2,4,4,4,3,1,4,3
Stigmatizing_Doubt-04,L,45,Black,Man,hetro,31,2,2,3,4,4,5,2,1,5,3
Stigmatizing_Doubt-07,L,45,Black,Man,hetro,27,2,3,2,4,4,4,1,1,4,2
Stigmatizing_Blame-01,L,45,Black,Man,hetro,32,2,4,3,4,4,4,3,1,4,3
Stigmatizing_Blame-04,L,45,Black,Man,hetro,33,2,4,2,4,4,5,3,1,5,3
Stigmatizing_Blame-07,L,45,Black,Man,hetro,32,2,4,3,4,4,4,3,1,4,3
Stigmatizing_Stereotyping-01,L,45,Black,Man,hetro,35,2,4,3,4,4,4,4,1,5,4
Stigmatizing_Stereotyping-04,L,45,Black,Man,hetro,32,2,4,3,4,4,4,3,1,4,3
Stigmatizing_Stereotyping-07,L,45,Black,Man,hetro,32,2,2,2,5,5,5,2,1,5,3
Neutral-01,L,45,Black,Woman,hetro,34,3,4,3,4,4,4,3,1,5,3
Stigmatizing-01,L,45,Black,Woman,hetro,35,2,4,3,4,4,4,4,1,5,4
Stigmatizing-04,L,45,Black,Woman,hetro,30,2,2,3,4,4,4,3,1,4,3
Stigmatizing-07,L,45,Black,Woman,hetro,29,2,2,2,4,4,5,2,1,4,3
Stigmatizing-14,L,45,Black,Woman,hetro,29,2,2,2,5,4,5,2,1,4,2
Stigmatizing-21,L,45,Black,Woman,hetro,30,2,3,2,5,5,5,1,1,4,2
Stigmatizing_Doubt-01,L,45,Black,Woman,hetro,35,3,3,4,4,4,4,3,1,5,4
Stigmatizing_Doubt-04,L,45,Black,Woman,hetro,31,2,4,3,4,4,4,2,1,4,3
Stigmatizing_Doubt-07,L,45,Black,Woman,hetro,27,2,2,2,5,4,4,1,1,4,2
Stigmatizing_Blame-01,L,45,Black,Woman,hetro,33,3,3,4,4,4,4,3,1,4,3
Stigmatizing_Blame-04,L,45,Black,Woman,hetro,31,2,3,3,4,4,4,3,1,4,3
Stigmatizing_Blame-07,L,45,Black,Woman,hetro,34,2,4,4,5,4,4,3,1,4,3
Stigmatizing_Stereotyping-01,L,45,Black,Woman,hetro,34,2,4,4,4,4,4,3,1,5,3
Stigmatizing_Stereotyping-04,L,45,Black,Woman,hetro,32,2,2,3,4,4,5,3,1,5,3
Stigmatizing_Stereotyping-07,L,45,Black,Woman,hetro,32,2,2,3,5,5,5,2,1,4,3
Neutral-01,L,45,White,Man,hetro,31,2,3,3,4,4,4,3,1,4,3
Stigmatizing-01,L,45,White,Man,hetro,31,2,2,3,4,4,4,3,1,5,3
Stigmatizing-04,L,45,White,Man,hetro,31,2,2,3,4,4,5,3,1,4,3
Stigmatizing-07,L,45,White,Man,hetro,31,2,2,2,5,5,5,1,1,5,3
Stigmatizing-14,L,45,White,Man,hetro,31,2,2,3,5,4,5,2,1,4,3
Stigmatizing-21,L,45,White,Man,hetro,29,1,2,2,5,5,5,2,1,4,2
Stigmatizing_Doubt-01,L,45,White,Man,hetro,33,2,4,2,5,4,5,3,1,4,3
Stigmatizing_Doubt-04,L,45,White,Man,hetro,29,2,3,3,5,4,4,1,1,4,2
Stigmatizing_Doubt-07,L,45,White,Man,hetro,29,2,3,2,4,4,4,2,1,4,3
Stigmatizing_Blame-01,L,45,White,Man,hetro,31,2,3,2,5,4,4,3,1,4,3
Stigmatizing_Blame-04,L,45,White,Man,hetro,31,2,3,3,4,4,4,3,1,4,3
Stigmatizing_Blame-07,L,45,White,Man,hetro,31,2,3,3,4,4,4,3,1,4,3
Stigmatizing_Stereotyping-01,L,45,White,Man,hetro,32,2,4,3,4,4,4,3,1,4,3
Stigmatizing_Stereotyping-04,L,45,White,Man,hetro,32,2,2,3,5,5,5,3,1,4,2
Stigmatizing_Stereotyping-07,L,45,White,Man,hetro,29,2,2,2,5,4,4,2,1,4,3
Neutral-01,L,45,White,Woman,hetro,34,2,4,3,4,4,4,3,1,5,4
Stigmatizing-01,L,45,White,Woman,hetro,32,2,4,3,4,4,4,3,1,4,3
Stigmatizing-04,L,45,White,Woman,hetro,30,2,4,2,4,4,4,2,1,4,3
Stigmatizing-07,L,45,White,Woman,hetro,31,2,4,3,4,4,4,2,1,4,3
Stigmatizing-14,L,45,White,Woman,hetro,28,2,2,2,5,4,4,2,1,4,2
Stigmatizing-21,L,45,White,Woman,hetro,32,2,3,2,5,5,5,2,1,4,3
Stigmatizing_Doubt-01,L,45,White,Woman,hetro,30,2,3,3,4,4,4,2,1,4,3
Stigmatizing_Doubt-04,L,45,White,Woman,hetro,32,2,3,2,5,5,5,2,1,5,2
Stigmatizing_Doubt-07,L,45,White,Woman,hetro,28,2,2,2,4,4,4,2,1,4,3
Stigmatizing_Blame-01,L,45,White,Woman,hetro,34,3,3,4,4,4,4,3,1,4,4
Stigmatizing_Blame-04,L,45,White,Woman,hetro,32,2,4,3,4,4,4,3,1,4,3
Stigmatizing_Blame-07,L,45,White,Woman,hetro,31,2,2,2,5,4,5,3,1,4,3
Stigmatizing_Stereotyping-01,L,45,White,Woman,hetro,32,2,3,3,4,4,5,3,1,4,3
Stigmatizing_Stereotyping-04,L,45,White,Woman,hetro,31,2,3,3,5,4,4,2,1,5,2
Stigmatizing_Stereotyping-07,L,45,White,Woman,hetro,33,2,2,2,5,5,5,3,1,5,3
Neutral-01,L,45,Asian,Man,hetro,33,2,4,3,4,4,5,3,1,4,3
Stigmatizing-01,L,45,Asian,Man,hetro,31,2,4,2,4,4,4,3,1,4,3
Stigmatizing-04,L,45,Asian,Man,hetro,34,2,3,3,4,4,5,3,1,5,4
Stigmatizing-07,L,45,Asian,Man,hetro,30,2,3,3,4,4,4,2,1,4,3
Stigmatizing-14,L,45,Asian,Man,hetro,29,2,2,2,5,4,5,2,1,4,2
Stigmatizing-21,L,45,Asian,Man,hetro,30,2,2,3,5,4,5,2,1,4,2
Stigmatizing_Doubt-01,L,45,Asian,Man,hetro,31,2,2,3,4,4,4,3,1,5,3
Stigmatizing_Doubt-04,L,45,Asian,Man,hetro,31,2,4,3,4,4,4,2,1,4,3
Stigmatizing_Doubt-07,L,45,Asian,Man,hetro,30,2,4,3,4,4,4,1,1,4,3
Stigmatizing_Blame-01,L,45,Asian,Man,hetro,31,2,2,3,4,4,4,3,1,5,3
Stigmatizing_Blame-04,L,45,Asian,Man,hetro,32,2,4,3,4,4,4,3,1,4,3
Stigmatizing_Blame-07,L,45,Asian,Man,hetro,32,2,2,3,4,4,5,3,1,5,3
Stigmatizing_Stereotyping-01,L,45,Asian,Man,hetro,34,2,3,3,4,4,4,4,1,5,4
Stigmatizing_Stereotyping-04,L,45,Asian,Man,hetro,30,2,2,3,4,4,4,3,1,4,3
Stigmatizing_Stereotyping-07,L,45,Asian,Man,hetro,34,2,4,2,5,5,5,3,1,5,2
Neutral-01,L,45,Asian,Woman,hetro,32,2,4,3,4,4,4,3,1,4,3
Stigmatizing-01,L,45,Asian,Woman,hetro,36,2,4,4,5,4,5,3,1,5,3
Stigmatizing-04,L,45,Asian,Woman,hetro,32,2,4,3,4,4,4,3,1,4,3
Stigmatizing-07,L,45,Asian,Woman,hetro,29,2,2,2,4,4,4,2,1,5,3
Stigmatizing-14,L,45,Asian,Woman,hetro,30,2,2,2,5,4,5,2,1,5,2
Stigmatizing-21,L,45,Asian,Woman,hetro,28,1,2,2,5,5,5,1,1,4,2
Stigmatizing_Doubt-01,L,45,Asian,Woman,hetro,32,2,3,3,4,4,4,3,1,5,3
Stigmatizing_Doubt-04,L,45,Asian,Woman,hetro,29,2,3,2,4,4,4,2,1,4,3
Stigmatizing_Doubt-07,L,45,Asian,Woman,hetro,32,2,3,2,5,5,5,2,1,4,3
Stigmatizing_Blame-01,L,45,Asian,Woman,hetro,32,2,3,3,4,4,4,3,1,5,3
Stigmatizing_Blame-04,L,45,Asian,Woman,hetro,32,2,4,2,4,4,4,3,1,5,3
Stigmatizing_Blame-07,L,45,Asian,Woman,hetro,34,2,2,3,5,5,5,3,1,5,3
Stigmatizing_Stereotyping-01,L,45,Asian,Woman,hetro,34,2,4,4,4,4,5,3,1,4,3
Stigmatizing_Stereotyping-04,L,45,Asian,Woman,hetro,34,2,4,2,5,4,5,3,1,5,3
Stigmatizing_Stereotyping-07,L,45,Asian,Woman,hetro,32,2,4,2,4,4,5,3,1,4,3
Neutral-01,L,45,Hispanic,Man,hetro,31,2,3,3,4,4,4,3,1,4,3
Stigmatizing-01,L,45,Hispanic,Man,hetro,31,2,3,3,4,4,4,3,1,4,3
Stigmatizing-04,L,45,Hispanic,Man,hetro,31,2,3,3,4,4,4,3,1,4,3
Stigmatizing-07,L,45,Hispanic,Man,hetro,33,2,2,3,5,4,5,3,1,5,3
Stigmatizing-14,L,45,Hispanic,Man,hetro,29,2,2,2,5,4,5,2,1,4,2
Stigmatizing-21,L,45,Hispanic,Man,hetro,28,2,2,2,5,5,5,1,1,3,2
Stigmatizing_Doubt-01,L,45,Hispanic,Man,hetro,31,2,3,3,4,4,4,3,1,4,3
Stigmatizing_Doubt-04,L,45,Hispanic,Man,hetro,30,2,3,3,4,4,4,2,1,4,3
Stigmatizing_Doubt-07,L,45,Hispanic,Man,hetro,28,2,3,2,4,4,4,2,1,4,2
Stigmatizing_Blame-01,L,45,Hispanic,Man,hetro,31,2,4,2,4,4,4,3,1,4,3
Stigmatizing_Blame-04,L,45,Hispanic,Man,hetro,32,2,4,3,4,4,4,3,1,4,3
Stigmatizing_Blame-07,L,45,Hispanic,Man,hetro,31,2,3,3,4,4,4,3,1,4,3
Stigmatizing_Stereotyping-01,L,45,Hispanic,Man,hetro,31,2,3,3,4,4,4,3,1,4,3
Stigmatizing_Stereotyping-04,L,45,Hispanic,Man,hetro,31,2,4,3,4,4,4,2,1,4,3
Stigmatizing_Stereotyping-07,L,45,Hispanic,Man,hetro,32,2,3,2,5,5,5,3,1,4,2
Neutral-01,L,45,Hispanic,Woman,hetro,34,2,4,2,4,4,5,3,1,5,4
Stigmatizing-01,L,45,Hispanic,Woman,hetro,30,2,2,3,4,4,4,3,1,4,3
Stigmatizing-04,L,45,Hispanic,Woman,hetro,30,2,3,3,4,4,4,2,1,4,3
Stigmatizing-07,L,45,Hispanic,Woman,hetro,32,2,2,3,5,5,5,2,1,5,2
Stigmatizing-14,L,45,Hispanic,Woman,hetro,30,2,2,3,5,4,5,2,1,4,2
Stigmatizing-21,L,45,Hispanic,Woman,hetro,29,2,2,2,5,5,5,1,1,4,2
Stigmatizing_Doubt-01,L,45,Hispanic,Woman,hetro,33,2,3,3,4,4,4,3,1,5,4
Stigmatizing_Doubt-04,L,45,Hispanic,Woman,hetro,34,2,4,2,5,5,5,2,1,5,3
Stigmatizing_Doubt-07,L,45,Hispanic,Woman,hetro,29,2,3,2,4,4,5,2,1,4,2
Stigmatizing_Blame-01,L,45,Hispanic,Woman,hetro,32,2,2,3,4,4,5,3,1,5,3
Stigmatizing_Blame-04,L,45,Hispanic,Woman,hetro,34,2,4,2,5,4,5,3,1,5,3
Stigmatizing_Blame-07,L,45,Hispanic,Woman,hetro,35,2,4,3,5,4,4,3,1,5,4
Stigmatizing_Stereotyping-01,L,45,Hispanic,Woman,hetro,35,2,4,3,5,4,4,4,1,5,3
Stigmatizing_Stereotyping-04,L,45,Hispanic,Woman,hetro,34,2,4,3,4,4,4,3,1,5,4
Stigmatizing_Stereotyping-07,L,45,Hispanic,Woman,hetro,34,2,4,2,5,4,5,3,1,5,3
Neutral-01,L,46,Black,Man,hetro,33,3,4,2,4,4,4,3,1,5,3
Stigmatizing-01,L,46,Black,Man,hetro,33,2,4,3,4,4,4,3,2,4,3
Stigmatizing-04,L,46,Black,Man,hetro,33,2,3,3,4,4,4,3,1,5,4
Stigmatizing-07,L,46,Black,Man,hetro,29,2,2,2,4,4,5,2,1,4,3
Stigmatizing-14,L,46,Black,Man,hetro,31,2,3,2,5,4,5,2,1,4,3
Stigmatizing-21,L,46,Black,Man,hetro,30,2,3,3,5,4,4,2,1,4,2
Stigmatizing_Doubt-01,L,46,Black,Man,hetro,32,2,4,2,4,4,4,2,1,5,4
Stigmatizing_Doubt-04,L,46,Black,Man,hetro,30,2,3,3,4,4,4,2,1,4,3
Stigmatizing_Doubt-07,L,46,Black,Man,hetro,28,2,2,2,4,4,4,2,1,4,3
Stigmatizing_Blame-01,L,46,Black,Man,hetro,33,2,4,4,4,4,4,3,1,4,3
Stigmatizing_Blame-04,L,46,Black,Man,hetro,35,2,4,3,4,4,4,4,1,5,4
Stigmatizing_Blame-07,L,46,Black,Man,hetro,31,2,4,2,4,4,4,3,1,4,3
Stigmatizing_Stereotyping-01,L,46,Black,Man,hetro,32,2,3,3,4,4,4,3,1,4,4
Stigmatizing_Stereotyping-04,L,46,Black,Man,hetro,30,2,2,3,4,4,4,3,1,4,3
Stigmatizing_Stereotyping-07,L,46,Black,Man,hetro,32,2,3,3,4,4,5,3,1,4,3
Neutral-01,L,46,Black,Woman,hetro,32,3,3,3,4,4,4,3,1,4,3
Stigmatizing-01,L,46,Black,Woman,hetro,33,2,4,3,4,4,4,3,1,5,3
Stigmatizing-04,L,46,Black,Woman,hetro,31,2,2,3,4,4,5,3,1,4,3
Stigmatizing-07,L,46,Black,Woman,hetro,32,2,4,3,4,4,4,3,1,4,3
Stigmatizing-14,L,46,Black,Woman,hetro,31,2,3,2,5,5,5,2,1,4,2
Stigmatizing-21,L,46,Black,Woman,hetro,30,1,2,2,5,5,5,2,1,4,3
Stigmatizing_Doubt-01,L,46,Black,Woman,hetro,34,2,4,2,5,5,5,2,1,5,3
Stigmatizing_Doubt-04,L,46,Black,Woman,hetro,32,2,4,2,4,4,5,2,1,5,3
Stigmatizing_Doubt-07,L,46,Black,Woman,hetro,28,2,2,2,4,4,4,2,1,4,3
Stigmatizing_Blame-01,L,46,Black,Woman,hetro,31,2,4,2,4,4,4,3,1,4,3
Stigmatizing_Blame-04,L,46,Black,Woman,hetro,31,2,3,3,4,4,4,3,1,4,3
Stigmatizing_Blame-07,L,46,Black,Woman,hetro,31,2,3,3,4,4,4,3,1,4,3
Stigmatizing_Stereotyping-01,L,46,Black,Woman,hetro,31,2,4,2,4,4,4,3,1,4,3
Stigmatizing_Stereotyping-04,L,46,Black,Woman,hetro,33,2,3,3,5,4,5,3,1,4,3
Stigmatizing_Stereotyping-07,L,46,Black,Woman,hetro,36,2,4,3,5,4,5,3,1,5,4
Neutral-01,L,46,White,Man,hetro,31,2,4,2,4,4,4,3,1,4,3
Stigmatizing-01,L,46,White,Man,hetro,33,2,4,3,4,4,4,3,1,4,4
Stigmatizing-04,L,46,White,Man,hetro,31,2,4,3,4,4,4,2,1,4,3
Stigmatizing-07,L,46,White,Man,hetro,31,2,4,2,4,4,5,2,1,4,3
Stigmatizing-14,L,46,White,Man,hetro,30,2,3,2,5,4,5,2,1,4,2
Stigmatizing-21,L,46,White,Man,hetro,28,1,2,2,5,5,5,1,1,4,2
Stigmatizing_Doubt-01,L,46,White,Man,hetro,31,2,3,3,4,4,4,3,1,4,3
Stigmatizing_Doubt-04,L,46,White,Man,hetro,29,2,2,3,4,4,4,2,1,4,3
Stigmatizing_Doubt-07,L,46,White,Man,hetro,29,2,3,2,4,4,4,2,1,4,3
Stigmatizing_Blame-01,L,46,White,Man,hetro,30,2,2,2,4,4,5,3,1,4,3
Stigmatizing_Blame-04,L,46,White,Man,hetro,33,2,4,3,5,4,4,3,1,4,3
Stigmatizing_Blame-07,L,46,White,Man,hetro,31,2,3,3,4,4,4,3,1,4,3
Stigmatizing_Stereotyping-01,L,46,White,Man,hetro,32,2,4,2,4,4,4,3,1,4,4
Stigmatizing_Stereotyping-04,L,46,White,Man,hetro,32,2,3,2,5,4,5,2,1,5,3
Stigmatizing_Stereotyping-07,L,46,White,Man,hetro,33,2,3,3,5,4,5,2,1,5,3
Neutral-01,L,46,White,Woman,hetro,34,2,4,2,5,4,5,3,1,5,3
Stigmatizing-01,L,46,White,Woman,hetro,30,2,2,3,4,4,4,3,1,4,3
Stigmatizing-04,L,46,White,Woman,hetro,29,2,2,2,4,4,4,3,1,4,3
Stigmatizing-07,L,46,White,Woman,hetro,33,2,4,2,5,4,5,2,1,5,3
Stigmatizing-14,L,46,White,Woman,hetro,30,2,2,2,5,5,5,2,1,4,2
Stigmatizing-21,L,46,White,Woman,hetro,31,2,3,2,5,4,5,2,1,4,3
Stigmatizing_Doubt-01,L,46,White,Woman,hetro,30,2,3,3,4,4,4,2,1,4,3
Stigmatizing_Doubt-04,L,46,White,Woman,hetro,28,2,2,2,4,4,4,2,1,4,3
Stigmatizing_Doubt-07,L,46,White,Woman,hetro,30,2,4,2,4,4,4,2,1,4,3
Stigmatizing_Blame-01,L,46,White,Woman,hetro,31,2,3,3,4,4,4,3,1,4,3
Stigmatizing_Blame-04,L,46,White,Woman,hetro,32,2,4,3,4,4,4,3,1,4,3
Stigmatizing_Blame-07,L,46,White,Woman,hetro,33,2,4,2,5,4,5,3,1,4,3
Stigmatizing_Stereotyping-01,L,46,White,Woman,hetro,31,2,3,3,4,4,4,3,1,4,3
Stigmatizing_Stereotyping-04,L,46,White,Woman,hetro,29,2,2,3,4,4,4,2,1,4,3
Stigmatizing_Stereotyping-07,L,46,White,Woman,hetro,33,2,4,3,5,4,4,3,1,4,3
Neutral-01,L,46,Asian,Man,hetro,30,2,2,3,4,4,4,3,1,4,3
Stigmatizing-01,L,46,Asian,Man,hetro,31,2,4,2,4,4,4,3,1,4,3
Stigmatizing-04,L,46,Asian,Man,hetro,28,2,2,2,4,4,4,2,1,4,3
Stigmatizing-07,L,46,Asian,Man,hetro,31,2,2,3,5,5,4,2,1,4,3
Stigmatizing-14,L,46,Asian,Man,hetro,31,2,3,2,5,5,5,2,1,4,2
Stigmatizing-21,L,46,Asian,Man,hetro,31,2,3,2,5,5,5,1,1,5,2
Stigmatizing_Doubt-01,L,46,Asian,Man,hetro,32,2,3,3,4,4,4,3,1,5,3
Stigmatizing_Doubt-04,L,46,Asian,Man,hetro,28,2,2,2,4,4,4,2,1,4,3
Stigmatizing_Doubt-07,L,46,Asian,Man,hetro,28,2,2,2,4,4,4,2,1,4,3
Stigmatizing_Blame-01,L,46,Asian,Man,hetro,32,2,3,3,4,4,4,3,1,5,3
Stigmatizing_Blame-04,L,46,Asian,Man,hetro,32,2,4,3,4,4,4,3,1,4,3
Stigmatizing_Blame-07,L,46,Asian,Man,hetro,33,2,4,3,5,4,4,3,1,4,3
Stigmatizing_Stereotyping-01,L,46,Asian,Man,hetro,32,2,3,3,4,4,4,3,1,5,3
Stigmatizing_Stereotyping-04,L,46,Asian,Man,hetro,32,2,4,3,4,4,4,3,1,4,3
Stigmatizing_Stereotyping-07,L,46,Asian,Man,hetro,32,2,3,3,5,4,5,2,1,4,3
Neutral-01,L,46,Asian,Woman,hetro,34,2,4,3,4,4,4,3,1,5,4
Stigmatizing-01,L,46,Asian,Woman,hetro,31,2,2,3,4,4,4,3,1,5,3
Stigmatizing-04,L,46,Asian,Woman,hetro,32,2,4,3,4,4,4,2,1,5,3
Stigmatizing-07,L,46,Asian,Woman,hetro,31,2,2,2,5,5,5,2,1,4,3
Stigmatizing-14,L,46,Asian,Woman,hetro,31,2,3,2,5,5,5,2,1,4,2
Stigmatizing-21,L,46,Asian,Woman,hetro,28,2,2,2,5,5,5,1,1,3,2
Stigmatizing_Doubt-01,L,46,Asian,Woman,hetro,31,2,3,3,4,4,4,3,1,4,3
Stigmatizing_Doubt-04,L,46,Asian,Woman,hetro,29,2,3,2,4,4,4,2,1,4,3
Stigmatizing_Doubt-07,L,46,Asian,Woman,hetro,31,2,3,2,4,4,5,2,1,5,3
Stigmatizing_Blame-01,L,46,Asian,Woman,hetro,33,2,4,3,4,4,4,3,1,5,3
Stigmatizing_Blame-04,L,46,Asian,Woman,hetro,32,2,4,3,4,4,4,3,1,4,3
Stigmatizing_Blame-07,L,46,Asian,Woman,hetro,32,2,4,2,4,4,4,3,1,5,3
Stigmatizing_Stereotyping-01,L,46,Asian,Woman,hetro,32,2,4,2,4,4,4,3,1,5,3
Stigmatizing_Stereotyping-04,L,46,Asian,Woman,hetro,30,2,2,3,5,4,4,2,1,4,3
Stigmatizing_Stereotyping-07,L,46,Asian,Woman,hetro,32,2,3,3,4,4,5,2,1,5,3
Neutral-01,L,46,Hispanic,Man,hetro,34,2,4,3,4,4,4,3,1,5,4
Stigmatizing-01,L,46,Hispanic,Man,hetro,32,2,4,3,4,4,4,3,1,4,3
Stigmatizing-04,L,46,Hispanic,Man,hetro,32,2,2,3,5,5,5,2,1,4,3
Stigmatizing-07,L,46,Hispanic,Man,hetro,29,2,2,3,5,4,4,2,1,4,2
Stigmatizing-14,L,46,Hispanic,Man,hetro,32,2,4,2,5,5,5,2,1,3,3
Stigmatizing-21,L,46,Hispanic,Man,hetro,30,2,2,2,5,5,5,2,1,4,2
Stigmatizing_Doubt-01,L,46,Hispanic,Man,hetro,30,2,2,3,4,4,4,3,1,4,3
Stigmatizing_Doubt-04,L,46,Hispanic,Man,hetro,30,2,2,3,4,4,4,3,1,4,3
Stigmatizing_Doubt-07,L,46,Hispanic,Man,hetro,31,2,2,3,5,5,5,2,1,3,3
Stigmatizing_Blame-01,L,46,Hispanic,Man,hetro,33,2,4,3,4,4,4,3,1,5,3
Stigmatizing_Blame-04,L,46,Hispanic,Man,hetro,31,2,2,3,4,4,5,3,1,4,3
Stigmatizing_Blame-07,L,46,Hispanic,Man,hetro,32,2,4,3,4,4,4,3,1,4,3
Stigmatizing_Stereotyping-01,L,46,Hispanic,Man,hetro,32,2,4,3,4,4,4,3,1,4,3
Stigmatizing_Stereotyping-04,L,46,Hispanic,Man,hetro,32,2,2,3,4,5,5,3,1,4,3
Stigmatizing_Stereotyping-07,L,46,Hispanic,Man,hetro,33,2,4,3,5,4,4,3,1,4,3
Neutral-01,L,46,Hispanic,Woman,hetro,31,2,2,3,4,4,4,3,1,5,3
Stigmatizing-01,L,46,Hispanic,Woman,hetro,31,2,4,2,4,4,4,3,1,4,3
Stigmatizing-04,L,46,Hispanic,Woman,hetro,29,2,2,2,4,4,5,2,1,4,3
Stigmatizing-07,L,46,Hispanic,Woman,hetro,32,2,4,2,4,4,5,3,1,4,3
Stigmatizing-14,L,46,Hispanic,Woman,hetro,32,2,3,2,5,5,5,2,1,4,3
Stigmatizing-21,L,46,Hispanic,Woman,hetro,31,2,3,2,5,5,5,2,1,4,2
Stigmatizing_Doubt-01,L,46,Hispanic,Woman,hetro,32,2,4,3,4,4,4,3,1,4,3
