Scenario,Name,Age,Race,Gender,SO,1,2,3,4,5,6,7,8,9,10,answer
Stigmatizing,R,31,Black,Male,homo,2,4,3,2,1,2,1,3,2,2,22
Neutral,R,31,Black,Female,hetro,3,4,4,3,4,2,4,4,4,3,35
Stigmatizing,R,31,Black,Female,hetro,2,4,3,1,2,1,2,2,2,2,21
Neutral,R,31,Black,Female,homo,4,5,5,3,4,4,4,4,3,4,40
Stigmatizing,R,31,Black,Female,homo,2,4,3,2,2,1,2,2,2,2,22
Neutral,R,31,Hispanic,Male,hetro,3,5,4,3,4,3,4,4,3,4,37
Stigmatizing,R,31,Hispanic,Male,hetro,2,4,3,2,2,2,2,3,2,2,24
Neutral,R,31,Hispanic,Male,homo,3,4,4,3,4,4,4,4,3,3,36
Stigmatizing,R,31,Hispanic,Male,homo,1,2,2,2,3,2,2,4,3,2,23
Neutral,R,31,Hispanic,Female,hetro,4,5,5,4,4,3,4,4,4,4,41
Stigmatizing,R,31,Hispanic,Female,hetro,2,4,3,2,2,1,1,2,2,2,21
Neutral,R,31,Hispanic,Female,homo,3,4,4,4,4,3,3,3,2,2,32
Stigmatizing,R,31,Hispanic,Female,homo,2,4,3,2,1,2,1,2,2,2,21
Neutral,R,31,White,Male,hetro,3,4,4,2,4,3,4,4,3,3,34
Stigmatizing,R,31,White,Male,hetro,2,4,3,3,2,1,2,3,2,2,24
Neutral,R,31,White,Male,homo,4,5,4,3,4,3,4,4,4,4,39
Stigmatizing,R,31,White,Male,homo,1,2,3,3,4,2,2,3,2,2,24
Neutral,R,31,White,Female,hetro,4,5,5,4,4,3,4,4,3,3,39
Stigmatizing,R,31,White,Female,hetro,1,2,2,3,2,1,1,2,2,2,18
Neutral,R,31,White,Female,homo,3,4,5,4,4,3,4,4,3,4,38
Stigmatizing,R,31,White,Female,homo,2,4,3,2,2,1,1,2,2,1,20
Neutral,X,25,Asian,Male,hetro,3,4,4,3,4,3,4,5,4,4,38
Stigmatizing,X,25,Asian,Male,hetro,1,2,2,2,2,2,1,2,2,1,17
Neutral,X,25,Asian,Male,homo,4,5,5,2,2,3,4,3,4,4,36
Stigmatizing,X,25,Asian,Male,homo,1,2,2,2,2,1,3,3,2,2,20
Neutral,X,25,Asian,Female,hetro,3,5,4,3,4,4,4,4,3,4,38
Stigmatizing,X,25,Asian,Female,hetro,2,4,3,3,4,2,1,2,2,2,25
Neutral,X,25,Asian,Female,homo,3,4,5,3,5,4,3,4,3,3,37
Stigmatizing,X,25,Asian,Female,homo,2,4,3,3,4,2,2,3,1,2,26
Neutral,X,25,Black,Male,hetro,3,5,4,4,4,3,3,4,4,3,37
Stigmatizing,X,25,Black,Male,hetro,2,4,3,2,2,1,1,3,2,2,22
Neutral,X,25,Black,Male,homo,3,4,5,4,4,3,4,4,3,3,37
Stigmatizing,X,25,Black,Male,homo,2,4,3,3,2,1,2,3,2,2,24
Neutral,X,25,Black,Female,hetro,3,5,4,4,4,3,4,4,4,3,38
Stigmatizing,X,25,Black,Female,hetro,1,3,2,2,2,2,2,3,2,2,21
Neutral,X,25,Black,Female,homo,3,4,5,3,4,2,4,5,3,4,37
Stigmatizing,X,25,Black,Female,homo,2,3,4,2,2,2,2,3,3,2,25
Neutral,X,25,Hispanic,Male,hetro,3,4,4,4,3,4,4,4,4,4,38
Stigmatizing,X,25,Hispanic,Male,hetro,2,4,3,2,2,1,2,2,1,2,21
Neutral,X,25,Hispanic,Male,homo,3,4,4,4,4,3,4,4,3,4,37
Stigmatizing,X,25,Hispanic,Male,homo,1,2,2,2,1,2,1,3,2,2,18
Neutral,X,25,Hispanic,Female,hetro,3,5,4,4,4,3,2,4,3,3,35
Stigmatizing,X,25,Hispanic,Female,hetro,2,4,3,2,2,1,1,3,2,2,22
Neutral,X,25,Hispanic,Female,homo,4,5,5,3,4,3,4,4,3,4,39
Stigmatizing,X,25,Hispanic,Female,homo,2,4,3,2,2,1,1,2,2,1,20
Neutral,X,25,White,Male,hetro,4,5,5,4,3,4,4,4,3,3,39
Stigmatizing,X,25,White,Male,hetro,2,4,3,2,2,1,2,2,1,2,21
Neutral,X,25,White,Male,homo,4,5,5,3,4,2,3,4,3,4,37
Stigmatizing,X,25,White,Male,homo,1,2,2,2,3,2,2,3,2,2,21
Neutral,X,25,White,Female,hetro,4,5,5,4,3,4,4,4,4,4,41
Stigmatizing,X,25,White,Female,hetro,2,4,3,2,2,1,2,2,2,2,22
Neutral,X,25,White,Female,homo,4,5,5,3,4,2,5,4,5,4,41
Stigmatizing,X,25,White,Female,homo,2,3,4,2,2,2,1,2,2,1,21
Neutral,X,26,Asian,Male,hetro,2,3,4,4,3,4,4,4,3,4,35
Stigmatizing,X,26,Asian,Male,hetro,2,4,3,3,2,1,1,2,2,1,21
Neutral,X,26,Asian,Male,homo,3,5,4,3,4,2,4,4,4,3,36
Stigmatizing,X,26,Asian,Male,homo,1,2,3,1,1,2,2,3,2,2,19
Neutral,X,26,Asian,Female,hetro,3,5,4,4,4,3,4,4,4,4,39
Stigmatizing,X,26,Asian,Female,hetro,2,4,3,2,1,2,2,2,2,2,22
Neutral,X,26,Asian,Female,homo,4,5,5,3,4,3,4,4,5,4,41
Stigmatizing,X,26,Asian,Female,homo,1,2,2,2,1,2,2,3,2,2,19
Neutral,X,26,Black,Male,hetro,4,5,5,3,4,3,4,4,3,4,39
Stigmatizing,X,26,Black,Male,hetro,2,4,3,2,2,1,2,3,2,2,23
Neutral,X,26,Black,Male,homo,3,4,5,3,4,2,3,4,4,3,35
Stigmatizing,X,26,Black,Male,homo,1,3,2,2,2,1,2,2,2,2,19
Neutral,X,26,Black,Female,hetro,3,5,4,3,4,4,4,4,4,4,39
Stigmatizing,X,26,Black,Female,hetro,2,4,3,2,2,2,2,2,3,2,24
Neutral,X,26,Black,Female,homo,3,4,5,4,3,4,4,4,4,4,39
Stigmatizing,X,26,Black,Female,homo,2,4,3,3,2,1,2,2,2,2,23
Neutral,X,26,Hispanic,Male,hetro,4,5,5,2,2,3,4,4,3,4,36
Stigmatizing,X,26,Hispanic,Male,hetro,1,2,2,2,2,2,1,2,2,1,17
Neutral,X,26,Hispanic,Male,homo,4,5,5,4,3,4,3,4,2,3,37
Stigmatizing,X,26,Hispanic,Male,homo,2,4,3,2,2,1,2,3,2,2,23
Neutral,X,26,Hispanic,Female,hetro,4,5,5,3,4,2,4,4,3,4,38
Stigmatizing,X,26,Hispanic,Female,hetro,1,2,3,2,2,1,1,2,2,1,17
Neutral,X,26,Hispanic,Female,homo,3,4,5,4,3,4,4,5,3,4,39
Stigmatizing,X,26,Hispanic,Female,homo,2,4,3,3,2,1,1,2,2,2,22
Neutral,X,26,White,Male,hetro,3,5,4,4,4,3,3,4,4,4,38
Stigmatizing,X,26,White,Male,hetro,2,4,3,2,2,1,1,3,2,2,22
Neutral,X,26,White,Male,homo,3,4,4,2,2,3,4,4,3,3,32
Stigmatizing,X,26,White,Male,homo,2,4,3,3,4,2,2,3,1,2,26
Neutral,X,26,White,Female,hetro,3,4,5,3,4,3,4,4,4,4,38
Stigmatizing,X,26,White,Female,hetro,2,4,3,3,4,2,1,2,2,1,24
Neutral,X,26,White,Female,homo,4,5,5,4,4,3,4,4,4,4,41
Stigmatizing,X,26,White,Female,homo,2,4,3,3,4,2,2,3,1,2,26
Neutral,X,27,Asian,Male,hetro,4,5,5,3,4,3,4,4,3,4,39
Stigmatizing,X,27,Asian,Male,hetro,2,4,3,2,1,2,2,3,2,2,23
Neutral,X,27,Asian,Male,homo,2,5,4,3,4,2,4,4,3,4,35
Stigmatizing,X,27,Asian,Male,homo,2,3,3,2,3,2,1,2,2,2,22
Neutral,X,27,Asian,Female,hetro,4,5,5,2,2,3,2,4,3,3,33
Stigmatizing,X,27,Asian,Female,hetro,1,3,2,2,1,2,2,3,2,2,20
Neutral,X,27,Asian,Female,homo,3,4,5,4,4,3,3,4,4,4,38
Stigmatizing,X,27,Asian,Female,homo,2,3,4,2,2,3,1,2,2,1,22
Neutral,X,27,Black,Male,hetro,4,5,5,4,4,3,3,3,4,3,38
Stigmatizing,X,27,Black,Male,hetro,2,4,3,2,2,1,3,3,2,2,24
Neutral,X,27,Black,Male,homo,3,4,5,4,4,3,4,3,3,3,36
Stigmatizing,X,27,Black,Male,homo,2,4,3,2,2,2,2,2,2,1,22
Neutral,X,27,Black,Female,hetro,3,5,4,3,4,2,4,5,4,4,38
Stigmatizing,X,27,Black,Female,hetro,1,2,2,2,4,2,2,2,2,2,21
Neutral,X,27,Black,Female,homo,4,5,5,4,4,3,3,4,4,4,40
Stigmatizing,X,27,Black,Female,homo,2,4,3,3,4,2,2,3,3,2,28
Neutral,X,27,Hispanic,Male,hetro,4,5,4,2,3,3,4,4,3,4,36
Stigmatizing,X,27,Hispanic,Male,hetro,1,2,2,2,2,1,1,2,2,2,17
Neutral,X,27,Hispanic,Male,homo,3,4,5,3,4,4,2,4,3,3,35
Stigmatizing,X,27,Hispanic,Male,homo,1,3,2,3,2,1,1,2,2,2,19
Neutral,X,27,Hispanic,Female,hetro,3,5,4,4,4,3,3,3,4,4,37
Stigmatizing,X,27,Hispanic,Female,hetro,1,2,2,2,2,1,2,2,3,2,19
Neutral,X,27,Hispanic,Female,homo,4,5,5,3,4,2,4,4,3,4,38
Stigmatizing,X,27,Hispanic,Female,homo,1,2,2,2,2,1,1,2,3,2,18
Neutral,X,27,White,Male,hetro,2,4,4,4,4,3,4,4,4,3,36
Stigmatizing,X,27,White,Male,hetro,1,2,2,2,2,1,3,2,2,2,19
Neutral,X,27,White,Male,homo,3,4,4,4,4,3,3,4,4,4,37
Stigmatizing,X,27,White,Male,homo,1,2,2,2,1,2,1,3,2,2,18
Neutral,X,27,White,Female,hetro,4,5,5,4,4,3,4,5,4,4,42
Stigmatizing,X,27,White,Female,hetro,2,4,3,2,2,1,1,2,2,2,21
Neutral,X,27,White,Female,homo,3,4,4,2,2,3,4,4,3,4,33
Stigmatizing,X,27,White,Female,homo,2,4,3,2,2,2,1,3,2,2,23
Neutral,X,28,Asian,Male,hetro,4,5,5,3,4,2,3,3,4,3,36
Stigmatizing,X,28,Asian,Male,hetro,1,2,2,2,2,1,2,3,2,2,19
Neutral,X,28,Asian,Male,homo,3,5,4,3,4,3,4,4,4,4,38
Stigmatizing,X,28,Asian,Male,homo,1,3,2,2,2,1,2,2,1,2,18
Neutral,X,28,Asian,Female,hetro,3,5,4,3,4,2,3,4,4,3,35
Stigmatizing,X,28,Asian,Female,hetro,1,2,2,3,4,2,1,2,2,1,20
Neutral,X,28,Asian,Female,homo,3,4,4,3,4,3,4,5,4,5,39
Stigmatizing,X,28,Asian,Female,homo,2,4,3,2,2,1,2,3,1,2,22
Neutral,X,28,Black,Male,hetro,4,5,4,4,4,3,3,4,4,3,38
Stigmatizing,X,28,Black,Male,hetro,1,2,3,3,4,2,1,2,2,1,21
Neutral,X,28,Black,Male,homo,3,5,4,3,4,3,5,4,4,4,39
Stigmatizing,X,28,Black,Male,homo,2,3,3,3,2,1,2,3,2,2,23
Neutral,X,28,Black,Female,hetro,3,5,5,4,5,4,4,4,4,3,41
Stigmatizing,X,28,Black,Female,hetro,2,3,4,2,1,2,1,2,2,2,21
Neutral,X,28,Black,Female,homo,4,5,5,4,3,3,4,4,4,3,39
Stigmatizing,X,28,Black,Female,homo,2,4,3,2,1,2,2,3,2,2,23
Neutral,X,28,Hispanic,Male,hetro,4,5,5,4,4,3,4,4,3,4,40
Stigmatizing,X,28,Hispanic,Male,hetro,2,4,3,2,2,2,1,2,2,1,21
Neutral,X,28,Hispanic,Male,homo,4,5,5,4,4,3,3,4,4,4,40
Stigmatizing,X,28,Hispanic,Male,homo,2,4,3,2,2,1,1,3,2,2,22
Neutral,X,28,Hispanic,Female,hetro,4,5,5,3,4,3,4,5,5,4,42
Stigmatizing,X,28,Hispanic,Female,hetro,2,4,3,3,2,1,1,3,2,2,23
Neutral,X,28,Hispanic,Female,homo,3,4,5,2,2,3,4,4,3,4,34
Stigmatizing,X,28,Hispanic,Female,homo,2,4,3,2,2,1,2,3,3,2,24
Neutral,X,28,White,Male,hetro,4,5,5,2,3,2,3,4,4,4,36
Stigmatizing,X,28,White,Male,hetro,1,3,2,2,2,1,1,2,2,1,17
Neutral,X,28,White,Male,homo,3,5,4,3,4,3,4,4,4,4,38
Stigmatizing,X,28,White,Male,homo,2,3,3,3,2,1,2,3,2,2,23
Neutral,X,28,White,Female,hetro,3,4,5,4,3,3,3,4,4,4,37
Stigmatizing,X,28,White,Female,hetro,2,4,3,3,4,2,1,2,2,1,24
Neutral,X,28,White,Female,homo,4,5,4,4,4,3,3,4,3,4,38
Stigmatizing,X,28,White,Female,homo,3,5,4,2,2,1,2,3,2,2,26
Neutral,X,29,Asian,Male,hetro,3,5,4,4,3,4,4,4,3,4,38
Stigmatizing,X,29,Asian,Male,hetro,2,4,3,2,2,1,1,2,2,1,20
Neutral,X,29,Asian,Male,homo,3,4,4,3,4,3,2,4,3,3,33
Stigmatizing,X,29,Asian,Male,homo,1,2,2,2,2,1,1,2,2,1,16
Neutral,X,29,Asian,Female,hetro,3,5,4,2,4,3,3,4,3,4,35
Stigmatizing,X,29,Asian,Female,hetro,2,4,3,3,2,1,2,2,1,2,22
Neutral,X,29,Asian,Female,homo,3,4,5,2,4,3,4,4,3,3,35
Stigmatizing,X,29,Asian,Female,homo,2,4,3,2,1,2,1,3,2,2,22
Neutral,X,29,Black,Male,hetro,4,5,5,3,4,2,4,4,4,4,39
Stigmatizing,X,29,Black,Male,hetro,2,4,3,3,4,2,2,3,2,2,27
Neutral,X,29,Black,Male,homo,3,4,4,3,4,3,2,4,3,3,33
Stigmatizing,X,29,Black,Male,homo,2,4,3,2,1,2,1,2,2,1,20
Neutral,X,29,Black,Female,hetro,3,5,4,3,4,2,3,4,4,3,35
Stigmatizing,X,29,Black,Female,hetro,2,4,3,3,4,2,2,3,1,2,26
Neutral,X,29,Black,Female,homo,3,5,5,3,4,3,4,4,4,4,39
Stigmatizing,X,29,Black,Female,homo,2,3,3,2,2,1,2,3,2,2,22
Neutral,X,29,Hispanic,Male,hetro,4,5,5,4,4,3,3,4,4,4,40
Stigmatizing,X,29,Hispanic,Male,hetro,2,3,3,2,2,1,1,3,2,2,21
Neutral,X,29,Hispanic,Male,homo,2,5,4,3,2,3,4,4,3,4,34
Stigmatizing,X,29,Hispanic,Male,homo,2,4,3,2,2,1,1,2,2,2,21
Neutral,X,29,Hispanic,Female,hetro,4,5,4,4,3,4,4,4,3,4,39
Stigmatizing,X,29,Hispanic,Female,hetro,2,3,3,3,2,1,2,3,2,2,23
Neutral,X,29,Hispanic,Female,homo,3,5,4,4,4,3,4,3,3,4,37
Stigmatizing,X,29,Hispanic,Female,homo,2,4,3,2,1,2,2,2,2,2,22
Neutral,X,29,White,Male,hetro,3,4,4,4,4,3,3,4,3,3,35
Stigmatizing,X,29,White,Male,hetro,1,3,2,3,4,2,1,2,2,1,21
Neutral,X,29,White,Male,homo,2,3,4,3,2,4,4,3,3,4,32
Stigmatizing,X,29,White,Male,homo,1,2,2,2,2,2,2,3,2,2,20
Neutral,X,29,White,Female,hetro,4,5,5,3,2,3,2,4,3,3,34
Stigmatizing,X,29,White,Female,hetro,2,3,3,2,1,2,1,2,2,2,20
Neutral,X,29,White,Female,homo,3,4,5,4,4,3,4,3,3,4,37
Stigmatizing,X,29,White,Female,homo,2,4,3,2,2,2,2,3,2,2,24
Neutral,X,30,Asian,Male,hetro,3,5,4,2,3,4,4,4,5,4,38
Stigmatizing,X,30,Asian,Male,hetro,2,3,3,2,1,2,2,3,2,2,22
Neutral,X,30,Asian,Male,homo,3,5,4,4,4,3,4,4,4,4,39
Stigmatizing,X,30,Asian,Male,homo,2,4,3,2,1,2,2,3,2,2,23
Neutral,X,30,Asian,Female,hetro,3,4,5,4,4,3,2,4,3,3,35
Stigmatizing,X,30,Asian,Female,hetro,2,4,3,3,4,2,1,2,2,2,25
Neutral,X,30,Asian,Female,homo,3,5,4,3,4,3,4,4,3,4,37
Stigmatizing,X,30,Asian,Female,homo,2,4,3,3,2,1,2,3,2,2,24
Neutral,X,30,Black,Male,hetro,3,4,4,3,4,3,4,4,3,3,35
Stigmatizing,X,30,Black,Male,hetro,2,4,3,2,2,2,1,2,2,2,22
Neutral,X,30,Black,Male,homo,4,5,5,4,4,3,3,4,4,3,39
Stigmatizing,X,30,Black,Male,homo,1,2,2,3,4,2,2,2,2,2,22
Neutral,X,30,Black,Female,hetro,3,5,4,4,4,3,2,4,3,3,35
Stigmatizing,X,30,Black,Female,hetro,2,4,3,2,2,1,1,2,2,2,21
Neutral,X,30,Black,Female,homo,3,5,4,3,3,2,2,4,3,3,32
Stigmatizing,X,30,Black,Female,homo,1,2,2,2,2,1,1,2,2,2,17
Neutral,X,30,Hispanic,Male,hetro,3,5,5,3,2,4,3,4,4,3,36
Stigmatizing,X,30,Hispanic,Male,hetro,2,4,3,2,2,1,2,2,3,2,23
Neutral,X,30,Hispanic,Male,homo,3,5,4,4,3,4,5,4,4,4,40
Stigmatizing,X,30,Hispanic,Male,homo,2,4,3,3,4,2,2,3,2,2,27
Neutral,X,30,Hispanic,Female,hetro,3,5,4,2,3,2,4,4,3,4,34
Stigmatizing,X,30,Hispanic,Female,hetro,2,3,4,2,1,2,2,3,2,2,23
Neutral,X,30,Hispanic,Female,homo,3,5,4,4,4,3,4,5,3,4,39
Stigmatizing,X,30,Hispanic,Female,homo,2,4,3,2,1,2,1,2,2,2,21
Neutral,X,30,White,Male,hetro,2,3,4,2,2,3,4,4,3,3,30
Stigmatizing,X,30,White,Male,hetro,1,3,2,2,2,1,1,3,2,2,19
Neutral,X,30,White,Male,homo,4,5,5,4,4,3,5,4,3,4,41
Stigmatizing,X,30,White,Male,homo,2,4,3,3,4,2,2,3,2,2,27
Neutral,X,30,White,Female,hetro,3,5,4,3,5,4,4,4,3,3,38
Stigmatizing,X,30,White,Female,hetro,2,3,3,2,2,1,1,2,2,2,20
Neutral,X,30,White,Female,homo,4,5,5,4,4,3,4,4,3,3,39
Stigmatizing,X,30,White,Female,homo,2,3,3,2,3,2,2,2,1,2,22
Neutral,X,31,Asian,Male,hetro,3,4,4,4,4,3,4,4,3,3,36
Stigmatizing,X,31,Asian,Male,hetro,2,4,3,3,4,2,2,3,2,2,27
Neutral,X,31,Asian,Male,homo,3,5,4,4,3,4,3,4,3,4,37
Stigmatizing,X,31,Asian,Male,homo,2,4,3,2,2,2,2,2,1,2,22
Neutral,X,31,Asian,Female,hetro,3,5,4,4,3,4,3,4,4,3,37
Stigmatizing,X,31,Asian,Female,hetro,1,3,2,3,4,2,1,2,2,2,22
Neutral,X,31,Asian,Female,homo,4,5,5,3,4,2,4,4,4,3,38
Stigmatizing,X,31,Asian,Female,homo,1,2,2,2,2,1,1,2,2,2,17
Neutral,X,31,Black,Male,hetro,4,5,5,4,4,3,3,4,4,4,40
Stigmatizing,X,31,Black,Male,hetro,1,3,2,2,2,2,1,2,2,1,18
Neutral,X,31,Black,Male,homo,2,3,4,3,2,4,3,4,3,3,31
Stigmatizing,X,31,Black,Male,homo,2,4,3,3,2,1,1,2,2,2,22
Neutral,X,31,Black,Female,hetro,4,4,5,4,4,3,4,5,3,4,40
Stigmatizing,X,31,Black,Female,hetro,2,4,3,2,2,1,2,2,2,2,22
Neutral,X,31,Black,Female,homo,3,4,5,4,4,3,2,4,3,3,35
Stigmatizing,X,31,Black,Female,homo,2,3,3,2,2,1,2,3,1,2,21
Neutral,X,31,Hispanic,Male,hetro,3,4,4,3,3,2,4,4,4,3,34
Stigmatizing,X,31,Hispanic,Male,hetro,2,3,3,3,2,1,1,2,2,2,21
Neutral,X,31,Hispanic,Male,homo,2,3,4,4,4,3,2,4,3,3,32
Stigmatizing,X,31,Hispanic,Male,homo,2,3,3,2,1,2,1,2,2,1,19
Neutral,X,31,Hispanic,Female,hetro,3,4,4,4,4,3,4,4,4,4,38
Stigmatizing,X,31,Hispanic,Female,hetro,2,4,3,2,2,1,1,2,2,2,21
Neutral,X,31,Hispanic,Female,homo,3,5,5,4,3,3,4,4,3,4,38
Stigmatizing,X,31,Hispanic,Female,homo,2,4,4,1,1,2,2,3,2,2,23
Neutral,X,31,White,Male,hetro,3,5,4,2,2,3,4,4,3,3,33
Stigmatizing,X,31,White,Male,hetro,2,4,3,3,4,2,2,3,2,2,27
Neutral,X,31,White,Male,homo,3,4,4,4,3,4,4,4,4,4,38
Stigmatizing,X,31,White,Male,homo,1,2,2,3,4,2,2,3,2,2,23
Neutral,X,31,White,Female,hetro,3,4,4,3,2,3,4,4,3,3,33
Stigmatizing,X,31,White,Female,hetro,2,3,3,2,2,3,1,2,2,1,21
Neutral,X,31,White,Female,homo,3,5,4,3,4,3,4,4,3,4,37
Stigmatizing,X,31,White,Female,homo,1,3,2,2,2,1,1,2,2,2,18
